utterances,gender_sensitivity,target_gender,keywords,preceding_context,following_context,term,session,plenary_session,committee_name,annotator
"서울뿐만 아니고, 청사가 노후하고 또 사무 공간 부족으로 여성휴게실이나 유축실을 마련하지 못한 부분이 많습니다. 이에 대한 계획은 있습니까?",H,여성,"여성휴게실, 유축실",,"서울고등법원장 박송하:우리 고등법원 자체 내에서는 청사가 포화상태에 이르기 때문에 여성전용 휴게실이라든지 이런 것은 지금 배정하지 못하고 있습니다. 그렇지만 유축실이라든지 이런 것 등은 몇 군데, 가능한 범위 내에서 시설을 해서 활용하고 있습니다. 이상경 위원:이런 부분에 대해서 좀 많은 관심을 갖고 해 주시기 바랍니다. 서울고등법원장 박송하:예, 잘 알겠습니다.",17,262,,법제사법위원회,K
"제가 오늘 보도자료도 냈지만 사실상 법원의 여성인력은 급격히 증가하고 있습니다. 그런데 지금 서울법원 종합청사에도 여성전용 휴게실이 없을 뿐만 아니라 오늘 나온 12개 법원 중에서 유축실을 가지고 있는 법원은 서울법원 종합청사와 인천지방법원 두 곳뿐입니다. 그래서 이러한 부분도 빨리 마련해 줄 것을 부탁드리며, 또 여성전용 휴게실은 있되 법관과 직원이 같이 사용하는 여성전용 휴게실을 갖고 있는 곳이 서울동부지방법원입니다. 그렇다면 사실상 그 휴게실이 제대로 기능하기에 어려운 부분이 있습니다. 이러한 점을 점검해서 여성인력이 급증하는 데 걸맞은 대우를 해 주실 것을 부탁드립니다.",H,여성,"여성인력, 여성전용 휴게실",,,17,262,,법제사법위원회,K
"그런데 얼마 전에 미국에서 마사 스튜어트라는 여성 사업가가 있습니다. 전 잘은 모르는데 별명이 살림의 여왕입니다. 그래서 가정용품 이런 것으로 해서 아주 크게 성공한 기업인인데, 아주 말도 잘하고, 용모도 수려해서 미국에서는 아주 굉장히 인기 있는 여성이에요. 그런데 무슨 회계상 잘못해 가지고 기소됐어요. 1년인가 복역했습니다. 우리나라 같으면 어림없지요. 집행유예지요. 아, 이유야 얼마나 좋습니까? 국가발전에 기여하고, 경제발전에 기여하고, 여성기업인인데다가 초범이고, 그 얘기 잘하지요. 판결문에 초범이고 반성하고 있다고. 당연히 집행유예지요. 1년인가 복역했어요.",L,여성,"여성 사업가, 집행유예",,,17,262,,법제사법위원회,K
"성매매 관련 법에 의하면 법원에서 성매매사건의 보호처분을 할 경우에 보호관찰이라든지 사회봉사, 수강명령, 상담위탁, 치료위탁 등을 할 수 있습니다. 그런데 지금 법원행정처가 제출한 자료에 의하면 서울가정법원의 경우에 2004년 이후 사회봉사하고 수강명령 처분이 21건에 불과합니다. 그런데 인천도 4건, 수원 7건, 의정부 5건 이 정도인데 지역별로 보면 전주나 광주는 62건ㆍ36건입니다. 결국 법원별로 수강명령이나 사회봉사ㆍ상담위탁ㆍ치료위탁의 처분 같은 것을 하는 것이 상당히 편차가 크다는 것을 알 수 있고 특히 상담위탁하고 치료위탁의 경우에는 성매매알선 등 행위의 처벌에 관한 법률 제14조에 보면 분명히 필요한 경우에 할 수 있도록 되어 있는데 실질적으로 국가나 지방자치단체가 관련 법에 의한 상담소나 치료소를 지정하지 않거나 했기 때문에 못 하고 있다, 전혀 아예 없다, 이렇게 얘기를 하는데요.",H,모두,성매매,,,17,262,,법제사법위원회,K
"제가 여자 판사 수를 물어본 것은 다름이 아니라 다른 일반 사건에 있어서는 여자 판사와 남자 판사의 특성에 따라 판결이 달라지지 않는다고 봅니다. 가정법원 사건도 마찬가지라고 생각합니다. 이혼사건의 경우에도 달라지지 않을 것이지만 일반 당사자가 느끼는 그런 감정은 판사가 여자이냐 남자이냐에 따라서 상당히 다르다고 생각을 하고 제가 예전에 법원에서 재판을 할 경우에도 그런 것을 상당히 많이 느꼈습니다. 그래서 가급적이면 다른 재판부는 몰라도 가정법원의 재판부는 여자 판사와 남자 판사의 수를 비슷하게 맞춰 주시는 것이 일반 국민들이 느끼는, 어떻게 보면 재판이 잘 이루어지고 있다 이렇게 느낄 수 있다고 봅니다. 그래서 드리는 말씀이었습니다.",H,여성,여자 판사,"나경원 위원:끝으로 가정법원장님께 한 말씀 드리겠습니다. 가정법원의 여자 판사 비율이 다른 법원보다 좀 높습니까, 어떻습니까? 서울가정법원장 이호원:지금 26명 중에 12명이 여자 판사로서 좀 높습니다. 가정보호사건에 대해서 관심을 가져 주셔서 감사하게 생각하고 저희 법원에서도 가정보호사건에 관해서는 어려운 인력 속에서도 반드시 가정보호 판사를 별도로 두고 조사관도 2명을 배치해서 가급적 전국적으로 좀 남들에게 참고가 될 수 있는 가정보호사건 운영을 위해서 노력하고 있음을 보고드리겠습니다.",,17,262,,법제사법위원회,K
"많이 여러 사람들한테 회자가 되지만 여기자를 성추행한 의원에 대해서 법원이 선고유예를 내렸습니다. 그리고 또 하나 최근에 저희들이 텔레비전 앞에 앉아서 걱정스러운 것은 한나라당 이명박 후보의 성의식을 보면, 마사지 걸에 대한 얘기라든가 또 관기 발언 이런 것을 보면 여성을 성적욕구의 도구로 보고 있습니다. 그리고 성매매의 대상으로 인식하고 성범죄에 대한 죄의식을 아주 저하시키는 그런 인식을 갖고 있어요. 저희들이 이런 문제를 지적하면서, 성범죄에 대한 여러 가지 범죄의 유혹들이 많은데 지도자, 대통령후보의 성의식이 이렇단 말이에요. 그런데 이것이 사법당국에서 여러 가지 현실적인 어려움이 있지만 검찰이나 법원이 좀 안이하게 대처하고 있다. 그리고 미성년자 대상 성범죄에 대한 통계도 없어요. 재범률에 대한 통계가 없어요. 이러한 문제에 대해서 법원이 아니, 검찰이 적극 대처해야 된다고 생각하고요. 마지막으로 말씀드릴 것은 대개 국민들은 검찰이 수사하고 공소를 제기하고 유지하는 그런 역할만을 하고 있다 이렇게 생각하지 않습니다. 성폭력 같이 죄질이 나쁜 범죄에 대해서는 다시 이런 것들이 일어나지 않도록 대처하는 일도 검찰이 해야 된다고 생각하고 있고 또 그렇게 믿고 있습니다. 그런 국민의 목소리를 전합니다.",H,여성,"성추행, 성매매",,,17,269,,법제사법위원회,K
우리 사회가 아직도 여성을 성매매의 대상으로 생각하고 여성을 성범죄의 대상으로 생각하는 그런 사회적 풍조가 많습니다.,H,여성,성매매,,,17,269,,법제사법위원회,K
제가 자꾸 이런 말씀드리니까 한나라당 위원들이 싫어하는데 최근에 한나라당 이명박 후보의 여러 가지 ‘관기’ 발언이라든가 ‘마사지 걸’ 발언 이런 것을 보면서 우리 학부형들이나 또 주부들이 어머님들이 상당히 걱정을 하고 있습니다.,L,여성,"관기, 마사지 걸",,,17,269,,법제사법위원회,K
전재희 장관께서는 최초의 여성 행정고시 합격자 또 중앙부처 최초의 여성 국장 또 최초의 민선 여성 시장 등 ‘여성 최초’란 타이틀을 여러 가지 가지고 있는 화려한 공직생활을 한 것으로 알고 있습니다. 이번 장관 임명으로 장관과 차관을 모두 여성이 차지하는 최초 부서의 수장이 되었습니다. 동시에 이명박 정부 처음으로 국회의원과 장관직을 겸임하는 장관이 되었습니다. 다시 한번 축하드립니다.,L,여성,여성 최초,,,18,278,1,보건복지가족위원회,K
"장관님께서 여성 최초로 행정고시 합격하셨고 중앙부처 국장님, 관선 시장님, 민선 시장님이라서 여러 가지 경험이 축적된 걸로 알고 있습니다. 이제 그동안 해 오셨던 특유의 리더십이나 정치 철학 이런 모든 것들이 보건복지가족부의 중요 정책으로 나타난다고 생각합니다.",L,여성,여성 최초,,,18,278,1,보건복지가족위원회,K
"예산을 확대해야 되고, 저희가 전재희 장관님처럼 능력 있는 분을 좋아하는 이유는 여성이고 굉장히 능력 있으시니까…… 이때까지 보건복지부장관이 능력이 부족해서 일을 잘 못한 부분은 별로 없었습니다. 예산을 못 따 왔습니다. 보건복지부 직원들이 재경부에 가서 예산을 못 따서 일을 못 한 경우가 굉장히 많았습니다. 그래서 장관께서 보건복지 예산이 절대 줄지 않게 능력을 발휘해 주시기를 부탁드리겠습니다.",L,여성,여성,,,18,278,1,보건복지가족위원회,K
"만나뵙게 되어서 반갑습니다. 우선 축하드리는 게 너무 늦었지요? 장관님, 장관님의 품성이나 행정가로서의 능력 그리고 국회의원으로서 누구보다 탁월한 경륜을 쌓으신 장관님이 더군다나 여성이셔서 저는 앞으로 복지정책이 아주 잘될 것이라 믿는 사람 중의 한 명입니다. 감사합니다.",L,여성,"여성, 복지정책",,,18,278,1,보건복지가족위원회,K
"이애주 위원님께서 아주 다정다감한 어휘, 어투로 잘해 주셨습니다. 우리 보건복지가족위원회는 특히 여성 위원님들이 열 분이나 계십니다. 그래서 가장 부드럽고 효율적이고 가족적인 분위기에서 이렇게 위원회를 진행할 수 있어서 매우 행복합니다. 역시 한나라당의 이정선 위원 질의해 주십시오.",L,여성,"여성, 다정다감, 부드럽고",,,18,278,1,보건복지가족위원회,K
"아울러서 이것은 서면으로 답변해 주시면 좋겠다 싶은데요 장애인 중에서도 여성 장애인들은 심각한, 그간에 복지에서 많은 차별이 있었습니다, 지원이나 정책에 있어서. 그래서 보건복지가족부에서 여성 장애인이 처해 있는 굉장히 차별되어 있는 현실적인 열악함―교육이든 노동이든―이런 연관되어 있는 것들로 인해서 굉장히 열악한 환경 속에서 살고 있는, 그래서 보상적인 특별한 지원이 필요한 상황이라고 여겨집니다. 그래서 여성 장애인에 관련된 예산과 정책 방향 이런 것들을 어떻게 계획하고 계신지 그것은 서면으로 답변을 주시면 좋겠고요.",H,여성,여성 장애인,,,18,278,1,보건복지가족위원회,K
그런데 아까 말씀하셨지만 제가 용인 땅을 저희 집사람하고 가서 매입을 할 당시에 전원주택지로 전부 다 조성이 되어 있었고 일반적으로 그런 주택지를 사서 집을 짓는 것으로 알고 있었습니다.,L,여성,집사람,,,18,283,3,기획재정위원회,K
자세히는 파악을 못 했습니다마는 최근에 청문회 준비 과정에서 지난 5년간 제가 벌어들인 소득 또 저희 집사람이 벌어들인 소득 또 소득세 납부 실적에 대해서는 자료로 제출한 것으로 알고 있습니다.,L,여성,집사람,,,18,283,3,기획재정위원회,K
"제가 가지고 있는, 지금 살고 있는 집과 그리고 집사람 명의로 되어 있는 개포동 아파트가 살 때에 비해서 아까 위원님들이 지적하셨듯이 지금의 시세가가 많이 올랐습니다. 그래서 재산이 증식된 그러한 부분이 있고요. 현금의 경우에 있어서 저의 경우에……",L,여성,집사람,,,18,283,3,기획재정위원회,K
그래서 그런 기반을 갖춰 나가야 되는데 제일 중요한 문제가 아까 말씀대로 육아 부담을 어떻든 여성이 상당히 지고 있는 상황에서 그 부분을 사회가 대신해 주지 않으면 국가가 대신해 주지 않으면 여성의 경제활동 참여는 지금 사실 굉장히 힘들게 돼 있습니다. 그래서 지금 여러 가지 직장 보육시설이나 여러 가지 지원 문제에 대해서 한번 현장에 맞는 대책들이 제대로 시행되는가 점검을 해서 획기적으로 보완하는 대책들을 준비를 하도록 하겠습니다.,H,여성,"여성, 육아부담",,,18,284,2,환경노동위원회,K
"특히 가령 출산을 하고 경력이 단절된, 그러니까 일을 하다가 출산을 하고 일정 기간 후에 다시 사회에 나오면 경력이 단절돼서 여러 가지 또 차별을 많이 받게 됩니다, 불이익을 받게 되고. 그래서 그런 여성들이 아주 정상적으로 다시 직장으로 복귀할 수 있도록 직업으로 복귀할 수 있도록 하는 여러 가지 프로그램도 저희들이 지금 청문회를 준비하면서 토의를 많이 했습니다. 앞으로 구체적인 정책 방안들을 많이 개발해서 위원님 여러분들께 상의 말씀 올리도록 하겠습니다.",H,여성,경력 단절,,,18,284,2,환경노동위원회,K
